,加油日期,車牌號碼,實際會去的加油站,記錄時間點,加油公升數
45233,2017/12/29,ZF-1259,57,13:41,33.15181536
67828,2017/12/29,UN-5526,55,21:17,36.41255496
38755,2017/12/29,IM-3588,7,20:35,31.18787503
49284,2017/12/29,JF-4049,7,03:48,29.70915856
70555,2017/12/29,CP-8218,18,03:10,31.05761514
47215,2017/12/29,EG-1148,41,08:04,35.23985582
47513,2017/12/29,FV-5115,55,14:19,26.66135075
24388,2017/12/29,AL-3405,36,19:44,23.4171722
123525,2017/12/29,SJ-5415,18,22:55,30.05488707
45194,2017/12/29,BR-6894,15,20:28,26.20402998
123442,2017/12/29,TT-9430,28,16:27,26.35201822
144872,2017/12/29,MQ-5874,39,14:52,35.85393336
49963,2017/12/29,WX-3821,44,08:40,29.65404301
38100,2017/12/29,YB-4186,24,23:43,35.09407752
28724,2017/12/29,RI-4730,22,11:20,30.22098779
70017,2017/12/29,GP-6197,29,05:00,29.36762368
61319,2017/12/29,KC-6020,29,18:55,25.06347403
76106,2017/12/29,ID-2195,50,03:13,27.80494304
45538,2017/12/29,KJ-6215,50,05:28,32.26868986
130014,2017/12/29,DB-3802,51,22:04,33.13466268
82376,2017/12/29,HB-5577,51,15:21,27.23261351
24435,2017/12/29,NZ-7081,45,18:33,29.61110339
71793,2017/12/29,RD-2731,16,00:56,28.14793771
108988,2017/12/29,CR-9362,33,06:05,26.34577301
30533,2017/12/29,PJ-3459,19,05:55,27.77358241
72422,2017/12/29,WD-4512,14,17:37,32.77454304
94182,2017/12/29,SG-7267,14,01:54,31.10541509
65283,2017/12/29,BE-4945,43,17:15,27.49476419
15007,2017/12/29,SV-2221,50,08:16,27.99932901
101120,2017/12/29,QE-6486,2,14:51,26.4109706
91853,2017/12/29,FO-4797,29,10:18,30.89412274
122318,2017/12/29,XW-6333,7,04:58,26.10317458
112104,2017/12/29,AD-4512,34,21:01,33.42901832
55017,2017/12/29,ON-2754,38,16:10,22.90175477
143527,2017/12/29,GO-2531,42,21:41,30.42875602
16356,2017/12/29,AV-8267,42,11:48,33.05311884
71906,2017/12/29,TS-4475,43,23:50,26.62281193
134972,2017/12/29,NP-8445,48,13:15,25.41317966
120664,2017/12/29,FO-4704,47,22:11,35.55731188
41436,2017/12/29,ZE-8266,15,03:04,24.97815309
122166,2017/12/29,XI-4188,30,09:29,27.34235917
50887,2017/12/29,SB-7879,57,04:09,30.75693514
145834,2017/12/29,TL-8194,16,00:21,32.66884762
79118,2017/12/29,QL-1627,10,11:00,19.5194697
116007,2017/12/29,VG-5830,15,19:58,34.69951346
33585,2017/12/29,CT-1309,9,15:04,29.52872357
45408,2017/12/29,ZT-6219,43,02:42,32.21059895
61919,2017/12/29,LM-2922,52,17:28,37.05883337
20532,2017/12/29,XT-2989,1,12:00,32.7256016
58053,2017/12/29,SN-9629,29,01:57,32.46405307
115226,2017/12/29,XI-1143,12,02:10,28.92072154
107616,2017/12/29,LX-6942,33,04:54,22.97488827
105643,2017/12/29,UF-9971,35,11:38,26.17143328
86574,2017/12/29,XR-4965,36,03:20,25.31547788
107046,2017/12/29,FO-3618,4,09:25,26.55013195
130463,2017/12/29,WI-5457,44,22:54,36.44534271
115106,2017/12/29,LC-9404,1,03:47,32.06361413
117885,2017/12/29,HD-4281,29,11:51,29.57857701
83886,2017/12/29,LX-4942,20,06:43,33.51587591
45473,2017/12/29,WI-6184,41,18:00,29.95178865
54883,2017/12/29,VV-9412,26,10:01,29.84486109
129553,2017/12/29,IV-4275,56,05:19,36.07690678
105035,2017/12/29,XR-5385,53,20:51,19.91013589
91738,2017/12/29,PR-4058,34,00:59,30.79465488
17353,2017/12/29,IV-9898,41,01:10,32.14251335
67095,2017/12/29,SH-8660,53,20:12,24.30709016
32035,2017/12/29,KV-6420,39,09:51,28.61502405
86355,2017/12/29,WV-8933,31,18:05,33.10524553
115874,2017/12/29,AI-9999,28,22:00,33.64108019
59707,2017/12/29,OV-3827,18,03:01,31.07643987
47596,2017/12/29,YW-4375,53,16:49,31.01374411
89065,2017/12/29,PW-2000,8,12:18,35.71637646
20595,2017/12/29,UD-9946,46,10:12,27.05287279
102477,2017/12/29,LQ-1085,16,20:03,28.81256701
94554,2017/12/29,BM-9738,47,16:38,26.72427259
118582,2017/12/29,RG-3081,34,08:37,33.96006245
78858,2017/12/29,EG-5437,5,21:56,32.37575549
63627,2017/12/29,YW-4699,3,21:27,32.32240915
112836,2017/12/29,XC-9053,53,16:22,24.58230921
89952,2017/12/29,PQ-1826,37,03:00,28.0366711
118737,2017/12/29,YV-2943,38,11:18,28.1536454
46634,2017/12/29,IN-9141,21,15:47,37.06344011
74305,2017/12/29,HD-7027,7,17:52,32.18235676
125481,2017/12/29,YC-5863,22,14:23,26.37946496
115866,2017/12/29,CH-7024,55,13:27,29.85384936
50786,2017/12/29,WJ-9786,25,12:46,25.76649709
22294,2017/12/29,NJ-6266,21,20:59,35.51749494
58246,2017/12/29,TB-2518,21,21:44,28.98111228
120506,2017/12/29,FR-9386,17,08:24,28.55959155
108062,2017/12/29,JM-5322,42,15:28,34.97988205
131747,2017/12/29,EO-2019,2,05:28,24.34851222
105972,2017/12/29,GK-1524,46,00:29,32.26424303
98006,2017/12/29,OW-6540,24,04:09,31.13128833
25819,2017/12/29,CY-9054,16,15:06,24.95767858
29316,2017/12/29,NA-5324,10,07:09,39.25522086
99096,2017/12/29,KP-6113,47,12:53,26.69955583
142206,2017/12/29,AC-6630,24,10:30,32.1746857
110835,2017/12/29,QD-1048,38,11:32,40.07551679
90197,2017/12/29,SX-5483,9,13:27,32.05516058
86106,2017/12/29,AQ-4279,16,19:31,27.2141148
119718,2017/12/29,RI-9314,24,05:40,35.67419189
116815,2017/12/29,NB-7464,7,23:22,26.65532515
50118,2017/12/29,OT-4290,10,10:23,27.33902867
76214,2017/12/29,PR-7663,13,03:15,26.38581246
72325,2017/12/29,HQ-2213,55,18:30,35.66941644
88437,2017/12/29,IS-6470,22,15:14,27.53348195
104725,2017/12/29,SE-5388,24,16:33,22.63283635
83975,2017/12/29,OZ-8098,49,22:03,21.24819108
15136,2017/12/29,JA-8711,11,03:38,22.77479229
41132,2017/12/29,PK-5594,7,22:10,29.02408339
31492,2017/12/29,ET-5712,13,11:34,25.98447471
29218,2017/12/29,HG-4408,3,02:41,30.45466366
75142,2017/12/29,DI-1411,19,13:49,31.00456727
45951,2017/12/29,HP-1690,39,19:27,28.38377016
1276113,2017/12/29,QK-6283,37,13:41,29.61674679
141777,2017/12/29,JC-6834,5,20:00,31.0598008
85715,2017/12/29,IX-5638,55,17:51,33.1238085
132215,2017/12/29,YU-3965,46,11:42,31.2139726
56544,2017/12/29,YO-8084,37,00:55,34.09349551
29426,2017/12/29,PY-1968,28,06:39,29.44335033
43992,2017/12/29,EV-4306,22,10:34,27.46051949
39419,2017/12/29,ZP-3110,36,13:51,26.48352083
57876,2017/12/29,DT-2500,55,14:26,30.89106377
50847,2017/12/29,PF-1377,20,05:36,31.96433458
37908,2017/12/29,TU-2759,40,17:06,30.24157182
47365,2017/12/29,BS-9446,13,09:56,32.68480824
47568,2017/12/29,RW-9323,34,10:29,27.79892745
87045,2017/12/29,RZ-9478,6,20:48,31.47477715
30118,2017/12/29,PM-2766,46,23:30,34.02715378
81234,2017/12/29,FT-5533,32,16:21,30.83271318
26520,2017/12/29,GA-7043,28,05:52,22.96987988
149335,2017/12/29,UL-6013,26,17:50,32.14326921
111633,2017/12/29,SQ-1717,23,18:33,23.63693614
46195,2017/12/29,YF-1686,23,06:05,30.61302358
140927,2017/12/29,VG-1478,25,19:00,36.39031479
119666,2017/12/29,DS-7041,17,12:37,20.30699701
83864,2017/12/29,UM-2507,37,23:20,33.43379792
113274,2017/12/29,VA-6523,3,17:18,29.05436115
94192,2017/12/29,XV-6826,7,16:14,26.80258688
46435,2017/12/29,QH-7158,26,16:14,27.53590137
81264,2017/12/29,YX-7944,16,23:28,27.22873505
148818,2017/12/29,DD-9714,49,04:14,35.9941023
116046,2017/12/29,ES-1012,38,04:00,27.49733269
133213,2017/12/29,DV-5643,10,13:59,33.51396117
22455,2017/12/29,WT-3145,8,20:41,32.23774006
16458,2017/12/29,BO-8734,32,04:40,37.78670196
136717,2017/12/29,IU-4139,50,20:25,27.68799027
30102,2017/12/29,CW-7808,56,14:41,31.0051432
52546,2017/12/29,MO-8158,6,18:59,29.72981205
98086,2017/12/29,PW-6330,56,00:28,26.84884079
138236,2017/12/29,WQ-5006,30,15:00,34.86749909
17212,2017/12/29,QD-6591,25,16:01,31.52577071
32883,2017/12/29,EO-9631,14,08:35,32.97015806
25834,2017/12/29,HF-5174,6,01:29,32.72859478
74526,2017/12/29,SK-9185,14,05:09,30.31305175
21136,2017/12/29,YO-3309,20,14:25,29.95724593
81006,2017/12/29,UR-5414,11,21:42,32.56973237
76683,2017/12/29,VS-3828,31,17:56,30.59259045
56025,2017/12/29,SQ-9802,19,03:43,29.33619599
91955,2017/12/29,KE-3591,12,21:12,27.95812293
80895,2017/12/29,PL-3820,33,21:05,28.40728921
117724,2017/12/29,JU-7771,35,03:17,34.32989502
93114,2017/12/29,CT-3626,56,21:22,30.46073113
35102,2017/12/29,EG-3895,28,01:29,32.81950041
34046,2017/12/29,YC-3080,21,17:27,30.40850474
95564,2017/12/29,HX-4508,58,22:14,31.40706974
80862,2017/12/29,TK-5437,18,05:39,34.08389892
63834,2017/12/29,UP-2761,31,20:23,28.07584442
83526,2017/12/29,QM-3576,42,05:58,28.77592374
72267,2017/12/29,KH-7863,28,22:01,25.18261576
72433,2017/12/29,ZQ-5839,42,08:22,30.79411148
83753,2017/12/29,QM-4395,26,01:47,31.72095775
83713,2017/12/29,SN-3979,16,17:31,34.50082268
80917,2017/12/29,MC-8650,3,12:23,34.78526396
81938,2017/12/29,KK-4505,39,01:20,28.76317434
62492,2017/12/29,UQ-9620,16,11:45,35.0760915
129792,2017/12/29,KP-8222,49,04:16,38.21174484
30464,2017/12/29,DW-1386,8,18:59,34.08309786
83393,2017/12/29,RD-3039,19,22:05,36.56640395
19477,2017/12/29,QA-9247,7,06:16,27.60394107
58864,2017/12/29,ZD-4794,52,04:16,45.33870594
74086,2017/12/29,VO-2690,55,22:48,25.80006329
63372,2017/12/29,GC-8819,14,11:52,32.32727679
133685,2017/12/29,YJ-8526,56,06:10,36.23359145
230410,2017/12/29,QC-5802,33,23:36,33.90419985
147718,2017/12/29,LQ-5174,2,12:04,34.94138421
57728,2017/12/29,VG-4519,38,15:43,31.38188821
88136,2017/12/29,TO-4908,57,07:42,32.76055926
126903,2017/12/29,KJ-2630,10,16:49,33.25230626
113774,2017/12/29,DK-8076,4,18:28,31.31562563
35433,2017/12/29,QG-8618,24,06:15,37.67333021
128862,2017/12/29,NL-9955,9,04:22,30.92495964
103128,2017/12/29,HV-7606,19,06:52,25.92504685
63414,2017/12/29,MO-9625,42,18:09,35.22210064
105536,2017/12/29,PC-7373,12,22:01,34.56967824
120417,2017/12/29,TP-5512,47,01:09,29.39432653
56605,2017/12/29,YW-5138,38,20:19,30.66763672
141163,2017/12/29,RO-1261,51,04:55,33.06287333
134938,2017/12/29,EU-2170,12,05:16,29.49872434
118614,2017/12/29,BY-5799,18,04:40,29.71694267
38063,2017/12/29,JR-7451,32,02:30,32.87719907
72848,2017/12/29,FV-6260,38,20:08,37.1409276
119385,2017/12/29,UE-6978,1,16:32,31.06252488
48793,2017/12/29,GE-6855,11,17:57,24.73298043
47338,2017/12/29,AN-1430,5,17:11,26.11599785
85819,2017/12/29,RN-2931,31,14:47,23.86305875
100378,2017/12/29,XN-2110,13,05:16,25.9665343
88908,2017/12/29,FZ-5638,9,23:55,27.07002228
145115,2017/12/29,DE-5343,28,13:20,33.42528297
42164,2017/12/29,FW-6084,33,01:15,29.27118567
41044,2017/12/29,EU-3323,28,03:14,23.74278987
141587,2017/12/29,AA-3190,26,10:59,29.53180448
111233,2017/12/29,PW-7858,18,23:57,24.94296377
79944,2017/12/29,MA-6683,36,23:06,30.39133611
77744,2017/12/29,OO-2759,58,17:51,34.32013575
78327,2017/12/29,UG-8037,9,13:23,32.52900021
114236,2017/12/29,YL-9397,51,13:18,24.12969732
90886,2017/12/29,FC-3616,2,07:12,28.53736502
55115,2017/12/29,FU-5034,55,04:21,26.63751243
101622,2017/12/29,RF-3125,53,19:57,29.196971
78724,2017/12/29,XQ-7849,29,06:25,26.10330203
77635,2017/12/29,YF-6964,4,14:44,25.05597688
113653,2017/12/29,ZG-8126,57,00:35,27.15199657
96417,2017/12/29,LU-4116,52,19:16,29.20211419
23393,2017/12/29,XA-6545,27,03:30,25.38796044
18313,2017/12/29,JD-1787,37,06:09,27.27332019
84516,2017/12/29,SV-4459,18,21:54,31.17517279
90898,2017/12/29,IK-7710,3,00:56,21.64207572
30047,2017/12/29,EI-4797,53,11:47,35.15277618
100116,2017/12/29,BN-4405,28,03:23,25.73450748
69486,2017/12/29,KR-5725,21,21:07,27.81934653
25784,2017/12/29,NT-4289,25,06:16,32.02582612
106138,2017/12/29,DD-3666,19,19:36,29.92347424
34624,2017/12/29,VK-7741,56,22:09,25.73644571
112292,2017/12/29,ZV-7030,51,01:54,22.77919389
61162,2017/12/29,WR-5994,24,22:23,32.09204472
129363,2017/12/29,QN-1568,33,17:38,21.98164191
21843,2017/12/29,LD-3453,42,12:36,33.64474544
145224,2017/12/29,MM-3774,11,07:46,34.47519329
16148,2017/12/29,GI-5071,45,14:22,33.96112113
129967,2017/12/29,GU-6323,12,07:36,32.26645543
114605,2017/12/29,YJ-9341,44,00:06,33.15175094
123465,2017/12/29,VG-9939,28,23:29,32.31683734
138424,2017/12/29,FF-5094,35,22:31,30.8477222
114917,2017/12/29,CU-8471,27,14:21,25.43624459
112335,2017/12/29,WS-4670,29,01:35,26.60374088
139006,2017/12/29,QS-4813,25,02:59,29.23508626
111504,2017/12/29,VK-9014,35,23:16,32.91406017
52496,2017/12/29,UN-7241,40,07:48,28.82142182
146085,2017/12/29,RV-9119,16,13:53,36.09789422
19996,2017/12/29,TA-5522,54,18:53,27.10309207
97474,2017/12/29,NG-1099,16,02:14,34.1456097
97712,2017/12/29,KX-3148,11,05:40,28.93873157
149297,2017/12/29,DJ-4396,13,11:46,30.85012929
113443,2017/12/29,OH-2250,52,18:42,31.45279938
101005,2017/12/29,RG-1638,9,17:25,30.22994983
78113,2017/12/29,RN-2048,55,00:03,30.26438509
50,2017/12/29,RG-3400,9,13:48,31.4025753
121008,2017/12/29,XT-3498,28,20:23,26.83153814
132875,2017/12/29,JL-7310,12,05:43,26.79660196
88178,2017/12/29,XG-4424,51,02:16,21.91777302
94035,2017/12/29,WZ-6807,7,21:19,32.80622771
30956,2017/12/29,AR-9608,56,11:47,28.01861968
128115,2017/12/29,LR-5039,43,08:01,30.73408244
132364,2017/12/29,IA-3854,37,22:09,39.59897913
87793,2017/12/29,OJ-7867,20,19:09,20.98132159
93024,2017/12/29,WY-5627,23,04:39,32.68726955
28094,2017/12/29,DZ-6101,19,17:17,35.92901204
49875,2017/12/29,NH-4780,9,19:38,33.83957231
63467,2017/12/29,GZ-6945,13,20:21,23.981986
128916,2017/12/29,YL-1874,48,03:20,33.87036313
58347,2017/12/29,QC-2513,27,15:35,31.78029741
74774,2017/12/29,NB-3040,5,10:33,28.71060433
98295,2017/12/29,HE-4089,48,13:33,30.84059438
102755,2017/12/29,NA-5596,45,17:52,27.44409985
34375,2017/12/29,GT-2741,28,08:24,26.73428904
94586,2017/12/29,OM-7703,12,01:02,28.99836349
71752,2017/12/29,KR-7380,50,04:39,25.7655065
75835,2017/12/29,YM-8799,9,15:27,25.38900083
62576,2017/12/29,MX-6863,47,15:50,26.48114855
109243,2017/12/29,ZJ-6385,6,05:59,38.1246073
116374,2017/12/29,ZQ-2844,27,17:06,33.32698024
62622,2017/12/29,IG-2682,4,14:08,27.33148225
116935,2017/12/29,NR-8122,31,13:39,28.06550244
55037,2017/12/29,DR-4606,17,05:13,30.35227052
21407,2017/12/29,VD-9058,41,22:34,21.14599363
140017,2017/12/29,RK-6647,49,03:29,25.55867446
69975,2017/12/29,YT-8807,43,08:55,26.75523411
144789,2017/12/29,GJ-8537,26,02:40,28.57824701
138725,2017/12/29,VM-4406,5,00:13,31.79419418
126672,2017/12/29,GL-4605,45,20:32,31.45251781
48819,2017/12/29,CC-5191,35,08:00,31.27015149
43286,2017/12/29,XS-5827,33,23:11,22.75088448
148994,2017/12/29,DC-7272,10,00:18,34.35910433
48466,2017/12/29,TY-9801,6,18:41,26.93912799
121246,2017/12/29,HS-9110,52,03:08,32.85012701
26425,2017/12/29,DX-5965,6,01:39,31.15020709
40915,2017/12/29,MA-9021,33,01:12,38.33099953
115305,2017/12/29,XF-4327,55,06:13,31.48189118
1434112,2017/12/29,GO-4911,30,11:51,34.45854467
95601,2017/12/29,ZW-5359,18,02:56,38.48519022
41218,2017/12/29,DN-8811,44,05:53,31.65760846
58075,2017/12/29,NS-4599,28,14:09,17.46042211
16114,2017/12/29,FM-6749,55,01:26,22.71436983
40233,2017/12/29,RT-3946,53,11:40,30.10525101
30164,2017/12/29,NC-7860,5,01:09,30.6282859
59027,2017/12/29,ZD-7932,21,07:21,37.37294879
138683,2017/12/29,ZI-9012,55,00:48,34.37264104
35154,2017/12/29,PV-3330,55,19:29,25.20710898
78465,2017/12/29,ZO-2047,55,05:38,27.00095111
116214,2017/12/29,IZ-5835,25,07:58,29.99026605
116419,2017/12/29,CM-3358,42,09:03,35.74675904
67546,2017/12/29,FK-5295,13,02:25,31.78360602
44565,2017/12/29,QN-7202,29,10:53,32.38396185
41404,2017/12/29,OV-3297,51,06:22,30.5323517
125714,2017/12/29,MI-3900,36,06:25,31.30321785
44849,2017/12/29,EO-2452,42,10:31,22.361877
110744,2017/12/29,VF-4443,23,11:52,27.70787021
111397,2017/12/29,VS-8982,14,04:02,29.31398794
54415,2017/12/29,LS-8562,41,22:02,33.26929725
66874,2017/12/29,BF-3606,16,07:53,24.15709453
136056,2017/12/29,UE-8694,37,08:39,35.47098158
34185,2017/12/29,YW-4176,7,03:54,36.52077714
107585,2017/12/29,RM-2983,9,21:11,24.68405883
31135,2017/12/29,PI-6935,24,07:45,27.97969721
120358,2017/12/29,GO-6221,22,15:21,28.1811162
87416,2017/12/29,MQ-9675,57,19:37,30.06409258
41233,2017/12/29,XU-4411,22,06:40,28.61804079
1079110,2017/12/29,QL-1620,31,07:58,33.54796768
85681,2017/12/29,BO-2594,1,14:06,21.39103445
67768,2017/12/29,WT-8924,47,04:59,33.67811077
129295,2017/12/29,TS-4629,2,19:07,30.34828638
114658,2017/12/29,HV-8125,47,15:05,33.5350015
106194,2017/12/29,FG-6889,37,16:49,35.26257834
95736,2017/12/29,EA-6950,14,20:30,28.42613005
131819,2017/12/29,FJ-7990,58,21:41,34.13055198
56566,2017/12/29,GW-6046,37,07:43,37.33375616
89587,2017/12/29,YS-8058,33,19:51,25.6326187
76515,2017/12/29,VW-1861,40,22:37,31.59633964
45726,2017/12/29,AW-5275,28,05:17,26.71491237
57584,2017/12/29,LM-1231,58,00:17,38.48222205
96210,2017/12/29,GR-9069,25,18:23,35.88696344
101484,2017/12/29,KE-4615,24,17:48,29.30429842
49662,2017/12/29,SW-4011,19,08:35,29.660323
127772,2017/12/29,PQ-7701,58,16:13,26.12795059
85193,2017/12/29,UR-8992,16,12:54,32.297033
138622,2017/12/29,FL-5607,48,03:34,28.75156456
52233,2017/12/29,ZR-4122,42,11:31,34.80609555
86016,2017/12/29,GO-1461,19,10:52,28.16108341
55916,2017/12/29,CJ-7468,11,02:03,33.22297236
73103,2017/12/29,KB-2108,32,04:34,26.90624918
66508,2017/12/29,PL-7006,34,02:25,29.63960092
143635,2017/12/29,BZ-5402,26,03:14,31.38589942
46025,2017/12/29,DG-8412,57,08:58,30.84435688
37762,2017/12/29,EA-3056,54,11:03,31.0557573
74149,2017/12/29,AN-1133,32,23:01,35.22559965
122319,2017/12/29,SH-4585,29,19:45,30.52595818
124719,2017/12/29,BQ-5464,17,22:50,31.08203623
88354,2017/12/29,PN-2634,12,19:25,24.62197419
27404,2017/12/29,RD-4075,44,18:51,32.10912929
130513,2017/12/29,DY-6635,40,22:25,29.48677972
72744,2017/12/29,TC-6291,20,06:03,31.86488021
57704,2017/12/29,KF-4480,56,07:44,27.31868265
72106,2017/12/29,YY-3065,46,16:36,30.13627575
69917,2017/12/29,JO-4025,34,15:54,31.92007867
66225,2017/12/29,PS-9097,43,10:32,33.0250933
24856,2017/12/29,UQ-2304,22,15:17,26.91783718
846110,2017/12/29,QH-9895,47,06:10,31.66713729
107197,2017/12/29,MC-1132,43,05:47,26.69337643
110618,2017/12/29,ZV-2538,26,10:48,39.17194726
93544,2017/12/29,JX-3021,42,22:03,28.1792531
56443,2017/12/29,DG-9928,3,10:52,24.40218998
83913,2017/12/29,GR-1772,16,04:12,32.35112985
88741,2017/12/29,ZO-3735,24,05:55,30.85175241
99285,2017/12/29,OG-6930,12,01:35,28.011763
61144,2017/12/29,RQ-9599,2,03:40,26.08382938
138527,2017/12/29,FT-4890,24,19:27,38.27142036
82724,2017/12/29,NS-2190,7,07:09,28.41608808
60864,2017/12/29,QZ-7039,13,21:49,37.66608178
81353,2017/12/29,XO-4042,44,09:06,29.75707815
75733,2017/12/29,BM-2267,46,06:22,28.61031849
45301,2017/12/29,RQ-2318,23,03:09,26.00072991
109126,2017/12/29,QQ-8505,1,12:38,28.37804678
79225,2017/12/29,JD-9020,39,17:37,31.50874806
51604,2017/12/29,BV-1387,46,04:01,31.43135937
149416,2017/12/29,VR-5259,10,09:07,29.80413025
90499,2017/12/29,WX-5641,2,14:30,25.81963301
32085,2017/12/29,EE-4488,4,12:45,29.36876764
45227,2017/12/29,CJ-3121,15,04:31,29.54806429
457113,2017/12/29,OO-9132,58,20:50,25.49126121
107736,2017/12/29,WC-6925,24,21:18,29.87879386
16223,2017/12/29,XN-3530,35,05:40,27.8653623
79005,2017/12/29,HO-3046,56,06:20,31.67303095
88484,2017/12/29,VH-4655,17,23:49,27.77548567
67219,2017/12/29,MP-6992,14,13:14,28.4288848
33265,2017/12/29,TU-4789,49,04:50,33.00080335
63484,2017/12/29,LW-5810,38,03:52,29.56002038
63386,2017/12/29,PV-3698,8,00:22,32.03400809
16477,2017/12/29,DI-2294,38,08:21,31.23571285
103885,2017/12/29,ZP-6145,3,19:48,28.97543006
100117,2017/12/29,NA-4972,46,17:08,31.59044404
34382,2017/12/29,US-9920,42,16:02,31.81906048
114903,2017/12/29,KU-2202,54,07:34,32.4778002
26335,2017/12/29,QK-3169,30,08:31,32.6987288
91874,2017/12/29,BW-1941,37,18:28,26.18231015
71394,2017/12/29,YK-6036,19,01:09,24.88285914
29114,2017/12/29,FJ-8503,24,01:22,34.59433849
39783,2017/12/29,RC-2244,29,08:38,30.78203978
82836,2017/12/29,SN-2585,25,22:21,27.28820606
65568,2017/12/29,YO-3704,14,04:41,27.66294414
33188,2017/12/29,OB-8366,7,10:11,34.95247722
84223,2017/12/29,NY-6422,16,04:38,28.81966457
128131,2017/12/29,EB-2972,43,18:57,33.00145911
64138,2017/12/29,DC-5253,33,22:40,25.18552865
94775,2017/12/29,GG-6633,58,13:56,26.17824381
142125,2017/12/29,OE-3218,2,22:28,31.27989426
15733,2017/12/29,WC-6023,9,13:57,27.68299624
1425510,2017/12/29,TS-2172,44,18:27,32.04685907
305610,2017/12/29,BZ-2736,4,19:40,27.22147176
119326,2017/12/29,HQ-6803,33,03:54,26.7693768
106145,2017/12/29,ER-2474,36,04:04,29.2056015
37005,2017/12/29,LY-4612,4,10:29,20.41954457
31564,2017/12/29,VC-2034,24,01:29,28.66783244
109074,2017/12/29,ZR-4405,34,16:22,30.58772724
125620,2017/12/29,LV-4993,18,01:02,30.5075733
25105,2017/12/29,QX-7450,5,04:11,29.01608592
23803,2017/12/29,SA-3024,13,09:28,23.49111258
80357,2017/12/29,HG-2078,23,10:45,38.20555671
68073,2017/12/29,SU-2594,49,17:27,31.16476087
81677,2017/12/29,NP-7599,43,00:22,28.40561777
100524,2017/12/29,OF-7754,31,13:34,34.58882827
117675,2017/12/29,JB-8696,6,04:26,30.82705457
140703,2017/12/29,YW-5624,4,22:54,33.76463808
30913,2017/12/29,AF-4075,27,06:19,31.33101635
79207,2017/12/29,SA-3567,56,02:58,27.77469612
145746,2017/12/29,VC-7223,57,18:27,25.22260522
113193,2017/12/29,HK-4684,16,01:05,33.3366507
64785,2017/12/29,LA-2300,26,01:09,30.19750271
30124,2017/12/29,UD-7229,47,20:37,25.91495726
59334,2017/12/29,PV-5822,26,17:54,31.9052245
96502,2017/12/29,RS-7489,29,12:37,27.76048875
133495,2017/12/29,XS-2726,8,21:50,28.66323467
107755,2017/12/29,ET-4606,58,11:37,33.60043946
84422,2017/12/29,RZ-1034,49,07:49,29.34515725
63158,2017/12/29,EF-6962,50,13:21,30.84304611
82253,2017/12/29,AW-8590,23,20:09,38.50693837
1164110,2017/12/29,LP-6732,56,06:28,31.43512772
33636,2017/12/29,CJ-4319,58,09:13,26.85567136
60574,2017/12/29,SV-6668,12,00:54,38.04113152
46695,2017/12/29,TH-2652,48,08:58,28.82307109
37012,2017/12/29,MW-8678,26,10:12,28.2819772
113964,2017/12/29,YF-6126,31,08:05,27.52150213
137013,2017/12/29,YP-4006,35,03:07,26.53370233
44364,2017/12/29,XE-4490,20,04:14,27.60952122
91183,2017/12/29,UG-3089,42,09:25,30.02491125
42904,2017/12/29,GY-5929,52,19:31,31.7608035
149257,2017/12/29,LD-8206,35,00:48,23.32014214
123714,2017/12/29,CG-3879,52,09:15,28.88416827
71587,2017/12/29,GW-5162,2,23:20,24.79767145
58417,2017/12/29,NI-4665,47,12:57,25.40322827
97008,2017/12/29,MH-2673,18,11:02,34.52714689
123072,2017/12/29,CD-7281,4,15:40,27.95907522
34863,2017/12/29,RN-9821,4,09:51,23.68237916
56325,2017/12/29,TD-9590,3,19:10,35.20233359
145152,2017/12/29,WA-6316,18,12:03,27.61329301
83517,2017/12/29,CK-7051,5,06:48,28.9710105
78667,2017/12/29,XC-9600,27,21:58,34.87465622
135744,2017/12/29,NZ-9358,26,04:14,32.97409054
30053,2017/12/29,GO-8383,52,18:22,29.40497213
33724,2017/12/29,SL-2683,1,00:16,28.70082497
115833,2017/12/29,PB-8714,53,14:06,31.2846181
35606,2017/12/29,HL-9243,44,23:47,31.2867447
134997,2017/12/29,FA-6775,34,09:54,25.9892265
24864,2017/12/29,JE-6845,27,16:24,26.34298458
95235,2017/12/29,OE-4519,54,04:52,36.67637058
33718,2017/12/29,PL-3428,2,03:05,25.64268168
143307,2017/12/29,CP-7851,1,13:14,27.82810513
134222,2017/12/29,OE-7830,16,10:08,40.01496243
94707,2017/12/29,JT-5977,12,02:03,26.74366723
81325,2017/12/29,EE-3763,10,09:19,34.29294666
116019,2017/12/29,GG-2015,44,20:07,27.46003042
101386,2017/12/29,YU-8025,32,00:33,30.62464176
90014,2017/12/29,FN-4969,53,19:04,28.29510912
21862,2017/12/29,RF-4782,32,06:14,28.70513924
67275,2017/12/29,NW-3413,49,02:06,31.55281391
126525,2017/12/29,UT-5116,40,18:47,36.12072492
477110,2017/12/29,TC-9952,35,17:44,29.83403416
15095,2017/12/29,EX-7506,32,05:47,33.2372087
61744,2017/12/29,AW-5198,56,06:38,30.52653907
138815,2017/12/29,ZG-4855,47,14:10,30.72293989
129845,2017/12/29,WF-2033,43,16:31,34.94320417
47736,2017/12/29,CA-7548,6,08:22,28.0155148
22857,2017/12/29,DK-2041,16,19:01,27.77073268
84769,2017/12/29,LY-8122,10,17:02,33.58085715
59575,2017/12/29,UR-2333,38,01:18,26.19578114
78819,2017/12/29,QN-2828,27,18:37,33.58825998
